nom,latitude,longitude,source,feature_type
Souayeri,8.48862,-4.60448,geonames,PPL
Souayeri,8.488661,-4.6052349,osm,isolated_dwelling
Soubiré,5.932812,-3.180678,osm,village
Soublaké,4.36947,-7.45495,geonames,PPL
Soublaké,4.3701395,-7.4553775,osm,village
Soubonou,7.53496,-5.14915,geonames,PPL
Soubrelilie,6.0023348,-5.4214808,osm,village
Soubressi,5.2688,-3.31303,geonames,PPL
Soubré,5.78377,-6.59388,geonames,PPLA2
Soubré,5.93281,-3.18068,geonames,PPL
Soubré,5.7850195,-6.5933223,osm,city
Soubrélilié,6.00475,-5.43217,geonames,PPL
Soudana,9.8982564,-3.5108507,osm,isolated_dwelling
Souenegouin,7.51472,-7.58333,geonames,PPL
Soueupleu,7.2768249,-8.0835772,osm,village
Sougban,7.70269,-4.75457,geonames,PPL
Sougbone,8.5150342,-4.541958,osm,village
Sougbono,8.56667,-4.68333,geonames,PPL
Sougbono,8.53333,-4.55,geonames,PPL
Sougbono,8.5873322,-4.6852281,osm,hamlet
Sougouékan,8.0413191,-7.8074813,osm,village
Sougwékan,8.04143,-7.80549,geonames,PPL
Souhiapleu,6.62889,-8.46917,geonames,PPL
Souhoua; Soua,9.9805907,-5.8850592,osm,hamlet
Souhoukbani,7.88989,-7.67793,geonames,PPL
Souhouo,10.10891,-6.1038,geonames,PPL
Souhouo,10.1100776,-6.1037099,osm,hamlet
Souibonou,7.63547,-4.98424,geonames,PPL
Souibonou,7.03444,-5.38667,geonames,PPL
Soukbeni,7.93875,-5.87353,geonames,PPL
Soukbéni,8.62078,-7.5436,geonames,PPL
Soukoatougo,9.41667,-4.76667,geonames,PPL
Soukoro-Komatou,8.54095,-6.69327,geonames,PPL
Soukou-Obou,5.72988,-4.6209,geonames,PPL
Soukou-Obou,5.7300926,-4.6203292,osm,village
Soukou-Soukou,6.4808801,-3.3442833,osm,village
Soukouabo,7.52609,-5.22508,geonames,PPL
Soukoukro,5.72632,-4.62423,geonames,PPL
Soukoukro,5.7300926,-4.6203292,osm,village
Soukoura,9.29835,-6.66519,geonames,PPL
Soukouraba,10.05662,-7.62085,geonames,PPL
Soukouraba,10.11411,-7.05993,geonames,PPL
Soukouraba,10.0563785,-7.6204796,osm,village
Soukourala,8.0732,-6.16377,geonames,PPL
Soukourala,7.60456,-7.5475,geonames,PPL
Soukourani,8.4203076,-5.7700737,osm,hamlet
Soukourani,10.246766,-6.6752243,osm,village
Soukourougban,7.84873,-5.93504,geonames,PPL
Soukourougben,7.84873,-5.93504,geonames,PPL
Soukouroula,9.14805,-4.76675,geonames,PPL
Soukouroula,9.167441,-4.7728091,osm,hamlet
Soukourousso,7.80232,-5.86505,geonames,PPL
Soukoussoukou,6.47536,-3.34107,geonames,PPL
Soukoussoukou,6.4808801,-3.3442833,osm,village
Soukouébo,7.52609,-5.22508,geonames,PPL
Soukpenou,7.66153,-4.7058,geonames,PPL
Souké,4.37959,-7.42234,geonames,PPL
Soula,8.36124,-7.99846,geonames,PPL
Soula,8.3584647,-7.999163,osm,village
Soula,8.3734157,-8.0027676,osm,isolated_dwelling
Souleman,7.49375,-3.12271,geonames,PPL
Souleymane,5.23956,-4.23873,geonames,PPL
Souleymane,5.29489,-3.80516,geonames,PPL
Souleymane,5.62152,-4.19682,geonames,PPL
Souleymane,5.90761,-4.39635,geonames,PPL
Souleymane Ouadrange,5.55408,-4.07304,geonames,PPL
Souleymane Ouédiaogo,5.90171,-4.38837,geonames,PPL
Souleymanekaha,8.251,-4.8252,geonames,PPL
Souleymanekaha,8.2513939,-4.8266459,osm,village
Soulibola,5.44846,-3.94468,geonames,PPL
Soulimanékro,7.5,-3.66667,geonames,PPL
Souloubokaha,9.23994,-5.91888,geonames,PPL
Soulouhokaha,9.23994,-5.91888,geonames,PPL
Souloumana,8.02068,-6.39066,geonames,PPL
Souloumana,8.1648974,-6.7190194,osm,hamlet
Soumahorodougou,5.20941,-6.54747,geonames,PPL
Soumalékro,5.25741,-3.48196,geonames,PPL
Soumana,7.3,-4.2,geonames,PPL
Soumana,8.10139,-6.49556,geonames,PPL
Soumarais,5.25723,-3.54351,geonames,PPL
Soumarais,5.2765512,-3.5054823,osm,village
Soumaré,5.25723,-3.54351,geonames,PPL
Soumboroso,8.81978,-5.7409,geonames,PPL
Soumohon,9.22541,-5.79004,geonames,PPL
Soumon,9.2575,-6.06278,geonames,PPL
Soumon,9.22541,-5.79004,geonames,PPL
Soumon,9.2240522,-5.7886577,osm,isolated_dwelling
Soumou,9.2575,-6.06278,geonames,PPL
Soumou,9.2584467,-6.0709272,osm,hamlet
Soundougouba,8.17238,-6.15991,geonames,PPL
Soundougouba,8.1743945,-6.1594479,osm,village
Soundougoutou,8.07752,-5.7144,geonames,PPL
Soundougoutou,8.0768691,-5.717244,osm,village
Soungalovogo,10.2289094,-5.1970387,osm,village
Soungasa,8.01919,-6.15639,geonames,PPL
Soungaso,7.92692,-6.01433,geonames,PPL
Soungaso,8.01919,-6.15639,geonames,PPL
Soungaso,7.90297,-5.9937433,osm,village
Soungassi,6.62815,-4.56782,geonames,PPL
Soungasso,7.92692,-6.01433,geonames,PPL
Soungasso,8.019324,-6.1569065,osm,village
Soungasso,7.9248068,-6.0124183,osm,isolated_dwelling
Soungassou,6.63212,-4.61797,geonames,PPL
Soungbono,8.53333,-4.55,geonames,PPL
Soungbonon-Bambarasso,8.53333,-4.55,geonames,PPL
Soungbonon-Bambarasso,8.5150342,-4.541958,osm,village
Soungbonon-Dioulasso,8.5190188,-4.5343924,osm,village
Soungoukaha,9.63071,-5.46041,geonames,PPL
Soungoukaha,9.6312828,-5.4672881,osm,village
Soungra,6.91298,-4.56318,geonames,PPL
Soungra,6.9136543,-4.5638345,osm,village
Soungra-Katiénou,6.9136543,-4.5638345,osm,village
Sounoukana,8.31111,-5.91806,geonames,PPL
Sounoukana,8.3119584,-5.9178372,osm,hamlet
Sounoundougou,8.31111,-5.91806,geonames,PPL
Sounzorisso,9.0205337,-5.8852759,osm,village
Soupleu,7.27033,-7.58322,geonames,PPL
Sourkoudougou,8.40893,-4.69651,geonames,PPL
Sourkoudougou,8.4090426,-4.6964035,osm,village
Souromane,7.49375,-3.12271,geonames,PPL
Souromani,7.4953488,-3.1218734,osm,village
Sourouboura,9.78333,-3.35,geonames,PPL
Souroukaha,8.21606,-5.12492,geonames,PPL
Souroukaha,8.2114881,-5.130288,osm,town
Souroukaha,8.2158406,-5.1307833,osm,isolated_dwelling
Souroukoudougou,8.4090426,-4.6964035,osm,village
Souroukousso,7.8024155,-5.8651544,osm,village
Souroula,7.29,-5.61074,geonames,PPL
Souroulaye,6.9554238,-5.8990275,osm,village
Souroumana,8.16477,-6.71921,geonames,PPL
Sous Préfecture Kaouara,10.2957852,-5.2096233,osm,village
Sous Préfet,5.3180582,-4.1955419,osm,bus_stop
Sous Préfet,5.3182013,-4.1954968,osm,bus_stop
Sous l'Arbre,5.3641606,-3.9615744,osm,bus_stop
Sous le Pont,5.3367463,-4.0425557,osm,bus_stop
Sous le Pont,5.3425548,-4.0310383,osm,bus_stop
Sous-Prefecture de Bingerville,5.3576393,-3.8905898,osm,bus_stop
Soussayakro,7.14488,-4.52347,geonames,PPL
Soussoubo,7.74124,-5.21439,geonames,PPL
Soussoubo,7.7390704,-5.2035303,osm,village
Soussouyakro,7.14488,-4.523474,osm,village
Soutikro,7.38333,-4.36667,geonames,PPL
Souwaha,9.97912,-5.88364,geonames,PPL
Souwaha,9.9805907,-5.8850592,osm,hamlet
Souébli,7.37677,-7.40741,geonames,PPL
Souébly Mayébly,7.3780484,-7.4071131,osm,village
Souénégouen,7.51667,-7.61667,geonames,PPL
Souéré,5.03397,-7.46831,geonames,PPL
Sovinci Port,5.3005436,-4.0175241,osm,bus_stop
Sovinci Port,5.3002851,-4.0170398,osm,bus_stop
Sowakaha,8.97695,-5.7219,geonames,PPL
Sowo,9.60352,-5.65828,geonames,PPL
Soyakrou,7.24942,-3.04751,geonames,PPL
Soyakrou,7.2474704,-3.0507835,osm,village
Spaldouo,9.1596701,-2.9490157,osm,village
Srakakro,7.06667,-4.18333,geonames,PPL
Sran-Bondossou,7.37929,-5.59593,geonames,PPL
Sran-Bondossou,7.3779529,-5.5981691,osm,village
Sran-Bélakro,7.35138,-5.59067,geonames,PPL
Sran-Bélakro,7.3522456,-5.592397,osm,village
Sranmessou,7.64984,-4.87679,geonames,PPL
Srazra,7.30087,-6.236,geonames,PPL
Srazra,7.300859,-6.2350708,osm,village
Srofoue,7.3692288,-5.3928398,osm,neighbourhood
Sropan,6.88822,-7.48994,geonames,PPL
St François Xavier,5.4327215,-4.0145125,osm,bus_stop
St François Xavier,5.4326629,-4.0159636,osm,bus_stop
St François d'Assise,5.2975502,-3.9609495,osm,bus_stop
St François d'Assise,5.2972343,-3.9618447,osm,bus_stop
St Georges,5.2836796,-3.9633239,osm,bus_stop
St Jean Bosco,5.3079247,-4.00521,osm,bus_stop
St Michel,5.4045589,-3.8960258,osm,bus_stop
Stade Félix Houphouët-Boigny,5.3280281,-4.0174247,osm,bus_stop
Stade Olympique,5.4791144,-4.0709683,osm,bus_stop
Star 10,5.401359,-3.9827883,osm,bus_stop
Star 11,5.3935643,-3.9738911,osm,bus_stop
Star 12,5.3854111,-3.9711122,osm,neighbourhood
Star 12,5.3854878,-3.9741366,osm,bus_stop
Star 14,5.3820261,-3.969961,osm,neighbourhood
Star 5,5.4046795,-3.9932339,osm,bus_stop
Star 8,5.4048277,-3.9944986,osm,bus_stop
Star 9,5.4101506,-3.9937303,osm,bus_stop
Station,5.4211585,-4.0100057,osm,bus_stop
Station,5.3495777,-4.0223607,osm,bus_stop
Station,5.362842,-3.9595487,osm,bus_stop
Station,5.4399903,-4.0204509,osm,bus_stop
Station,5.3628888,-3.9593676,osm,bus_stop
Station,5.3444348,-3.998437,osm,bus_stop
Station,5.3747544,-3.9117791,osm,bus_stop
Station,5.3615538,-3.8945027,osm,bus_stop
Station,5.3051003,-3.9840222,osm,bus_stop
Station AFRIQUIA,5.3504917,-4.0326704,osm,bus_stop
Station Afriquia,5.3502019,-4.0316995,osm,bus_stop
Station Autobus,5.4744709,-3.8045586,osm,bus_stop
Station Corlay,5.3550168,-3.9606719,osm,bus_stop
Station Corlay,5.3020385,-3.988481,osm,bus_stop
Station Corlay,5.3546064,-3.9597646,osm,bus_stop
Station Corlay,5.3080576,-4.0096819,osm,bus_stop
Station Corlay,5.3633007,-4.024778,osm,bus_stop
Station Corlay Renault,5.3543654,-4.0180323,osm,bus_stop
Station First Petroleum,5.3282465,-4.1048736,osm,bus_stop
Station First Petroleum,5.3510631,-3.9763856,osm,bus_stop
Station I.F.C.C.,6.7747522,-3.465508,osm,isolated_dwelling
Station Marcory,5.302584,-3.9881243,osm,bus_stop
Station Mobile,5.3673507,-3.9983363,osm,bus_stop
Station Mobile,5.3677225,-3.9981432,osm,bus_stop
Station OLA,5.3461828,-4.0734024,osm,bus_stop
Station OLA,5.2569302,-3.9721115,osm,bus_stop
Station OLA,5.3093015,-4.0163559,osm,bus_stop
Station OLA,5.2101304,-3.733702,osm,bus_stop
Station OLA,5.2251072,-3.8461134,osm,bus_stop
Station OLA Cité Fairmont,5.3589179,-4.0316714,osm,bus_stop
Station Oil Lybia,5.3089274,-4.0157689,osm,bus_stop
Station Oil Lybia,5.2578469,-3.9718473,osm,bus_stop
Station Petro Ivoire,5.2998481,-3.9502971,osm,bus_stop
Station Petro Ivoire,5.3997942,-4.0008152,osm,bus_stop
Station Petroci,5.3628996,-3.9594606,osm,bus_stop
Station Pétro Ivoire,5.3511355,-4.1037675,osm,bus_stop
Station Pétro Ivoire,5.3351782,-4.0909012,osm,bus_stop
Station Riviera 2,5.3514088,-3.9763415,osm,bus_stop
Station SHELL,5.4208292,-4.0102217,osm,bus_stop
Station SHELL,5.4224019,-4.0097389,osm,bus_stop
Station SHELL,5.4059232,-4.0063801,osm,bus_stop
Station Service Shell,5.3845559,-3.9875127,osm,bus_stop
Station Service Shell,5.3205744,-4.0439666,osm,bus_stop
Station Service Shell,5.384656,-3.9874363,osm,bus_stop
Station Service Shell,5.2105765,-3.7334613,osm,bus_stop
Station Service Shell,5.3552064,-4.0193707,osm,bus_stop
Station Service Total Las Palmas,5.3807853,-3.9950672,osm,bus_stop
Station Shell,5.4305459,-4.0200587,osm,bus_stop
Station Shell,5.4315506,-4.020231,osm,bus_stop
Station Shell,5.2840148,-3.9617206,osm,bus_stop
Station Shell,5.3635577,-4.0255829,osm,bus_stop
Station Shell,5.3309578,-4.0908596,osm,bus_stop
Station Shell,5.363732,-4.0254573,osm,bus_stop
Station Shell 7e Tranche,5.385026,-3.9874414,osm,bus_stop
Station Shell 7e Tranche,5.3852609,-3.9875261,osm,bus_stop
Station Shell Abobo Baoulé,5.421108,-3.9905249,osm,bus_stop
Station Shell Carrefour Zone,5.3561104,-4.0851103,osm,bus_stop
Station Shell Marcory,5.3080789,-3.9847277,osm,bus_stop
Station Shell Niangon Nord,5.3309892,-4.1037831,osm,bus_stop
Station Shell Plateau,5.3255983,-4.0227915,osm,bus_stop
Station Shell Port-Bouët 2,5.3551851,-4.0882243,osm,bus_stop
Station Shell Port-Bouët 2,5.3552799,-4.088628,osm,bus_stop
Station Shell Préfecture de Police,5.3843863,-4.0219228,osm,bus_stop
Station Shell Riviera 3,5.3580852,-3.9641507,osm,bus_stop
Station Shell du CHU,5.3559988,-4.0910404,osm,bus_stop
Station Texaco,5.3613609,-3.8947412,osm,bus_stop
Station Texaco,5.3612451,-3.8944883,osm,bus_stop
Station Total,5.3584993,-4.0166089,osm,bus_stop
Station Total,5.4493883,-4.0520966,osm,bus_stop
Station Total,5.3662288,-4.0905055,osm,bus_stop
Station Total,5.4155881,-4.0027207,osm,bus_stop
Station Total,5.3016385,-4.01017,osm,bus_stop
Station Total,5.3584805,-4.0164508,osm,bus_stop
Station Total,5.2068629,-3.735947,osm,bus_stop
Station Total 2Pltx,5.3610508,-3.9897309,osm,bus_stop
Station Total Aghien,5.3799695,-3.9953012,osm,bus_stop
Station Total Ananeraie,5.3550495,-4.0957527,osm,bus_stop
Station Total Ananeraie,5.355097,-4.0949352,osm,bus_stop
Station Total Andokoua,5.3612471,-4.0702482,osm,bus_stop
Station Total Andokoua,5.3607938,-4.0710622,osm,bus_stop
Station Total Angré,5.399684,-3.9780332,osm,bus_stop
Station Total HKB,5.3297747,-3.9818144,osm,bus_stop
Station Total INJS,5.3074654,-3.9796579,osm,bus_stop
Station Total Marcory,5.3076127,-3.9933399,osm,bus_stop
Station Total Riviera 2,5.3525924,-3.9780694,osm,bus_stop
Station Total Riviera 2,5.3529853,-3.9788968,osm,bus_stop
Station Total Riviera 2,5.3523116,-3.9789471,osm,bus_stop
Station Total Rosiers,5.3786666,-3.9638722,osm,bus_stop
Station Total Route de Bassam,5.2360264,-3.8754594,osm,bus_stop
Station Total Route de Bingerville,5.3640577,-3.9537303,osm,bus_stop
Station Total Route de Bingerville,5.3640882,-3.9528454,osm,bus_stop
Station Total Samaké,5.4169293,-4.0106347,osm,bus_stop
Station Total Selmer,5.3407344,-4.0646331,osm,bus_stop
Station Total riviera 3,5.3574857,-3.9657802,osm,bus_stop
Station Vinko,5.2847439,-3.9586401,osm,bus_stop
Station Vinko,5.2847586,-3.9582532,osm,bus_stop
Station Vinko,5.2567659,-3.9734358,osm,bus_stop
Station de la Mé,5.45664,-3.84748,geonames,PPL
Studio Photo Jumeaux,5.3705625,-3.9582654,osm,bus_stop
Suala,7.87845,-6.63053,geonames,PPL
Suala,7.878204,-6.6322052,osm,village
Sualla,7.878204,-6.6322052,osm,village
Suamgouenkro,7.18333,-4.33333,geonames,PPL
Suamékro,7.02069,-4.66426,geonames,PPL
Suasso,8.57659,-6.91781,geonames,PPL
Subiakro,6.69955,-5.27208,geonames,PPL
Subiakro,6.703629,-5.267481,osm,village
Sucaf Ci Village,9.29837,-5.29325,geonames,PPL
Sucaf Ci Village 1,9.2904458,-5.2759749,osm,isolated_dwelling
Sucaf Ci Village 2,9.2938764,-5.2748215,osm,village
Sucaf Ci Village 3,9.3022434,-5.2776298,osm,village
Sucaf Cité,9.30349,-5.32004,geonames,PPL
Sucaf Cité Usine,9.2994478,-5.3010816,osm,village
Sud A,6.8601511,-6.4405958,osm,quarter
Sud B,6.8609393,-6.4294807,osm,quarter
Sud C (Collège),6.8711796,-6.429725,osm,quarter
Suibonou,7.63547,-4.98424,geonames,PPL
Suibonou,7.53496,-5.14915,geonames,PPL
Suibonou,7.637653,-4.9834937,osm,village
Suibonou,7.5349727,-5.1503782,osm,hamlet
Suibonou,7.0646694,-5.3605377,osm,village
Suinla-Brogbéna; Suinla,8.0476787,-6.5903994,osm,village
Suinvilla,8.0402407,-6.5014171,osm,hamlet
Suinvilla 1,8.0716476,-6.5223599,osm,isolated_dwelling
Suinvilla 2,8.0666018,-6.5311682,osm,isolated_dwelling
Suke,4.8,-7.583333,osm,hamlet
Sukurugban,7.84873,-5.93504,geonames,PPL
Sungassu,6.63212,-4.61797,geonames,PPL
Sup Elite,5.3419503,-3.9993044,osm,bus_stop
Super Sonia,5.3186342,-4.0963072,osm,bus_stop
Super U,5.3207004,-4.0195813,osm,bus_stop
Super U,5.3210152,-4.0191286,osm,bus_stop
Super U Abidjan Plateau,5.3206906,-4.0189757,osm,bus_stop
Super marché moins cher,5.3276462,-4.0913665,osm,bus_stop
Superette Akwaba,5.3994163,-3.9960703,osm,bus_stop
Superette Bon Prix,5.379402,-4.0963662,osm,bus_stop
Superette El Shaddai,5.3651554,-3.9271462,osm,bus_stop
Supermarce Belle Cote,5.3829104,-3.9688333,osm,bus_stop
Supermarche Clairefontaine,5.3428352,-3.9218402,osm,bus_stop
Supermarché,5.3426803,-4.0574493,osm,bus_stop
Supermarché,5.3073271,-4.0866894,osm,bus_stop
Supermarché,5.342651,-4.0577437,osm,bus_stop
Supermarché Bon Prix,5.4170094,-4.0105133,osm,bus_stop
Supermarché Bon Prix Adjamé,5.3559786,-4.0213836,osm,bus_stop
Supermarché Casino,5.3451973,-4.0106696,osm,bus_stop
Supermarché Nasr,5.3505023,-4.095304,osm,bus_stop
Supermarché SMD,5.3596047,-3.9620358,osm,bus_stop
Supérette Azur,5.2234398,-3.8237585,osm,bus_stop
Sur Cote,6.6349288,-7.603267,osm,village
Sur Les,5.71147,-5.28094,geonames,PPL
Sur la côte,5.7186044,-5.2257636,osm,hamlet
Sur les Rails,5.7109924,-5.2809241,osm,village
Sussu Yakro,7.14488,-4.52347,geonames,PPL
Sussuyakro,7.14488,-4.52347,geonames,PPL
Susuka,5.2472523,-2.7323442,osm,village
Suéfla,6.8521,-5.71466,geonames,PPL
Suéfla,6.8424752,-5.6848428,osm,village
Swanso,8.35,-5.9,geonames,PPL
Swaso,8.57659,-6.91781,geonames,PPL
Swinvilla,8.05306,-6.50472,geonames,PPL
Syaféso,8.35339,-7.9284,geonames,PPL
Syana,8.05368,-6.55699,geonames,PPL
Syelèkaha,9.64437,-5.63514,geonames,PPL
Syelèkaha,9.6435833,-5.6374953,osm,village
Syenkolokpo,9.24343,-5.64403,geonames,PPL
Syenkouno,9.03335,-6.46221,geonames,PPL
Syenre,9.81453,-6.0582,geonames,PPL
Sylla,5.4680117,-4.0368467,osm,bus_stop
Syndicat,5.3666014,-3.9092365,osm,bus_stop
Syola,9.861,-7.45153,geonames,PPL
Syonfan,9.78806,-6.21024,geonames,PPL
Syonkolo,9.5,-5.78333,geonames,PPL
Sypaldouo,9.15881,-2.95076,geonames,PPL
Syébli,7.29537,-7.2247,geonames,PPL
Sèfina; Sérifina,8.1704436,-7.8713645,osm,hamlet
Sèfon,9.13266,-5.88641,geonames,PPL
Sègbélékaha,9.16076,-5.17526,geonames,PPL
Sègbélékaha,9.1579273,-5.169189,osm,isolated_dwelling
Sèh,4.752,-7.50303,geonames,PPL
Sèkodouo,9.7394566,-3.3855559,osm,hamlet
Sèkou Koalbali,5.78829,-4.35783,geonames,PPL
Sèlé,8.04674,-7.43321,geonames,PPL
Sètchèdouo,9.6152423,-3.1424976,osm,isolated_dwelling
Sèwè,8.659181,-3.2054812,osm,hamlet
Séa Yambogo,5.93657,-4.31248,geonames,PPL
Séably,7.22651,-7.21372,geonames,PPL
Séably,7.2264829,-7.2143334,osm,village
Séambli,7.37003,-7.34189,geonames,PPL
Séambly; Sémiambly,7.5411256,-7.1962941,osm,village
Séba,7.069,-7.47332,geonames,PPL
Séba,5.63912,-3.70757,geonames,PPL
Sébadoufla,7.7352103,-6.4015317,osm,village
Sébapleu,7.11308,-7.56423,geonames,PPL
Sébazon,7.21145,-7.26393,geonames,PPL
Sébazon,7.1322767,-7.2578229,osm,hamlet
Sébazon,7.2104965,-7.2635938,osm,village
Sébinandouo,9.4343931,-3.0686188,osm,hamlet
Sébouafla,7.3703,-6.47999,geonames,PPL
Séboufla,7.3697236,-6.4820194,osm,village
Sébé,9.78369,-6.01124,geonames,PPL
Sébé,9.7822829,-6.0116629,osm,village
Sébédian,8.86408,-7.05788,geonames,PPL
Séchi,6.25143,-4.42194,geonames,PPL
Séchi,6.2461664,-4.4208711,osm,town
Séchéhiguié,5.89419,-4.22938,geonames,PPL
Sécrébango,7.9264858,-2.7895725,osm,hamlet
Sédakaha,9.08278,-5.97322,geonames,PPL
Sédakaha,9.0833453,-5.9770882,osm,hamlet
Sédia,7.74065,-3.06742,geonames,PPL
Sédibia,6.28939,-6.74972,geonames,PPL
Sédibia,6.2957802,-6.7516656,osm,village
Sédiogo,9.51187,-5.47616,geonames,PPL
Sédou,9.66249,-3.55589,geonames,PPL
Sédou,9.6497252,-3.5649884,osm,isolated_dwelling
Sédoukro,7.05,-4.03333,geonames,PPL
Sédébian,8.8646158,-7.0576498,osm,village
Séfesso,8.3047929,-8.1605287,osm,village
Séfigué,8.8976288,-6.2592125,osm,village
Séfigé,8.89363,-6.26,geonames,PPL
Séfigé,8.8976288,-6.2592125,osm,village
Séflédio,9.02549,-6.75858,geonames,PPL
Séfognékaha; Séfongnénékaha,9.4443709,-5.0833764,osm,village
Séfon,9.1305504,-5.8861828,osm,isolated_dwelling
Séfonnyénékaha,9.44482,-5.08209,geonames,PPL
Séfonnyénékaha,9.4443709,-5.0833764,osm,village
Séfrédjo,9.0265987,-6.7592637,osm,village
Séférédio,9.0265987,-6.7592637,osm,village
Séféso,8.30467,-8.15942,geonames,PPL
Ségbapleu,7.26139,-7.74639,geonames,PPL
Ségbapleu,7.2597541,-7.729032,osm,isolated_dwelling
Ségbéfékaha,9.1579273,-5.169189,osm,isolated_dwelling
Ségbéré,8.44421,-4.63626,geonames,PPL
Ségbévi,6.01214,-4.29166,geonames,PPL
Ségbévi,6.0129163,-4.2914057,osm,village
Ségnéné,7.9138057,-4.4737668,osm,hamlet
Ségou,6.882613,-6.4528851,osm,quarter
Ségouavogo,10.15,-5.51667,geonames,PPL
Ségouavogo,10.149641,-5.5126288,osm,hamlet
Ségoudaradra,8.05,-4.63333,geonames,PPL
Ségouen,8.91256,-7.78828,geonames,PPL
Ségouin,8.9237706,-7.7753806,osm,isolated_dwelling
Séguebé,9.18333,-6.05,geonames,PPL
Séguebé,9.1771639,-6.0357253,osm,village
Ségui-Hénamiko,9.7588412,-3.7052143,osm,isolated_dwelling
Séguikro,7.25,-3.71667,geonames,PPL
Séguié,6.05573,-4.09421,geonames,PPL
Séguié,6.055271,-4.093658,osm,village
Séguiéhoa,6.32358,-6.17112,geonames,PPL
Ségué,5.97346,-4.32018,geonames,PPL
Séguébé,10.17236,-6.08156,geonames,PPL
Séguébé,9.1011448,-5.8995771,osm,hamlet
Séguébé,9.5530017,-7.2200162,osm,village
Séguébé,10.1735503,-6.0810292,osm,hamlet
Séguédjan; Séguédian,8.8646158,-7.0576498,osm,village
Séguéla,7.96111,-6.67306,geonames,PPLA
Séguéla,7.9614107,-6.6702351,osm,town
Séguéla-Koffikro,7.55472,-4.39861,geonames,PPL
Séguéla-Koffikro,7.5531436,-4.3967419,osm,village
Séguélon,9.35694,-7.12083,geonames,PPLA3
Séguélon,9.3564345,-7.1196823,osm,village
Séguélé,9.52375,-5.69153,geonames,PPL
Séguélé; Sellé,9.5238038,-5.6914641,osm,village
Séguétiélé,9.50258,-6.1053,geonames,PPL
Séguétiélé,9.36249,-6.19733,geonames,PPL
Séguétiélé,9.5028323,-6.1060287,osm,village
Ségébé,9.55334,-7.22107,geonames,PPL
Ségélo-Koro,9.41731,-7.14401,geonames,PPL
Ségélé,8.42822,-5.26948,geonames,PPL
Séhino,9.83333,-3.48333,geonames,PPL
Séhizra,6.93333,-6.05,geonames,PPL
Séhoun-Guiglo,6.89638,-7.53724,geonames,PPL
Séhébé,9.10204,-5.89862,geonames,PPL
Séhéla,8.2154748,-6.842872,osm,hamlet
Séhémé,9.17556,-6.03571,geonames,PPL
Séhémé,9.1771639,-6.0357253,osm,village
Séibli,6.49466,-8.43565,geonames,PPL
Séibli,6.4967145,-8.4372443,osm,village
Séidougou,8.2008036,-7.7721164,osm,hamlet
Séifla,7.0180871,-6.3293588,osm,village
Séila,7.01169,-6.30437,geonames,PPL
Séipleu,6.64234,-8.37821,geonames,PPL
Séipleu,6.6565691,-8.3861254,osm,village
Séitifla,7.58306,-6.75056,geonames,PPL
Séitifla,7.43926,-6.71813,geonames,PPL
Séitifla,7.4403748,-6.7181556,osm,town
Séizaibli,6.56565,-8.42083,geonames,PPL
Séizaibli,6.5654223,-8.4277908,osm,village
Séizra,7.45,-6.01667,geonames,PPL
Séizra,7.52034,-6.18431,geonames,PPL
Séizra,7.4529223,-6.0168176,osm,village
Séizra 1,7.5206396,-6.1845947,osm,isolated_dwelling
Séizra 2,7.40775,-6.2235833,osm,village
Séizro; Sehizra 2,7.40775,-6.2235833,osm,village
Séka,5.60353,-3.96505,geonames,PPL
Séka,5.65674,-3.73401,geonames,PPL
Séka,5.66136,-3.72243,geonames,PPL
Séka,5.99154,-3.736,geonames,PPL
Séka Séka,5.78488,-3.52873,geonames,PPL
Séke Obouyo,5.90437,-4.03544,geonames,PPL
Sékiou,9.62664,-3.13825,geonames,PPL
Sékiou,9.6040293,-3.1107617,osm,isolated_dwelling
Séklénipla,7.9812079,-5.7805254,osm,hamlet
Séko,9.56667,-3.11667,geonames,PPL
Séko,9.5575232,-3.1078434,osm,isolated_dwelling
Sékodougou,9.26471,-6.79537,geonames,PPL
Sékodougou,8.78027,-7.51063,geonames,PPL
Sékodougou,8.20296,-7.70073,geonames,PPL
Sékodougou,8.47656,-8.05404,geonames,PPL
Sékodougou,8.7802994,-7.5071313,osm,hamlet
Sékodougou,8.208913,-7.6953964,osm,village
Sékodougou,8.477434,-8.0534828,osm,hamlet
Sékodougou 1,8.7802994,-7.5071313,osm,hamlet
Sékodouo,9.6206357,-3.2554436,osm,hamlet
Sékongokaha,9.27839,-5.57979,geonames,PPL
Sékonkaha,9.90482,-5.82072,geonames,PPL
Sékonkaha,9.32868,-5.41433,geonames,PPL
Sékonkaha,9.9059436,-5.8222738,osm,village
Sékonkaha,9.3314662,-5.4157282,osm,hamlet
Sékonkaha,9.5090108,-5.3768849,osm,isolated_dwelling
Sékonomonokaha,9.3106,-5.6011,geonames,PPL
Sékonomonokaha,9.3086569,-5.596751,osm,hamlet
Sékou,5.24419,-3.77822,geonames,PPL
Sékou,5.27353,-3.80801,geonames,PPL
Sékou-San,5.5518,-3.84668,geonames,PPL
Sékouan,6.5158,-6.5999,geonames,PPL
Sékouaye,8.27005,-2.80879,geonames,PPL
Sékouaye,8.2711741,-2.8088534,osm,village
Sékoudougou,9.71667,-3.73333,geonames,PPL
Sékouna,9.03335,-6.46221,geonames,PPL
Sékouna,9.0339413,-6.4619405,osm,village
